timestamp,ticket,direction,entry,sl,tp,atr,rr,confidence,status
2025-12-03 18:18:20,"OrderSendResult(retcode=10009, deal=2524694390, order=2860053587, volume=0.02, price=4210.955, bid=4210.955, ask=4211.115, comment='agentic-bot', request_id=1093173200, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.02, price=0.0, stoplimit=0.0, sl=4215.302171428571, tp=4197.88548571429, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4210.948,4215.302171428571,4197.88548571429,1.2452142857141553,3.0,74.0,OPEN
2025-12-04 17:09:01,"OrderSendResult(retcode=10009, deal=2532889055, order=2869662045, volume=0.04, price=4199.629, bid=4199.629, ask=4199.789, comment='agentic-bot', request_id=3495599500, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.04, price=0.0, stoplimit=0.0, sl=4202.025, tp=4198.3074857142865, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4199.604,4202.025,4198.3074857142865,,0.54,0.0,OPEN
2025-12-04 17:28:31,"OrderSendResult(retcode=10009, deal=2532989398, order=2869774948, volume=0.16, price=4198.633, bid=4198.633, ask=4198.793, comment='agentic-bot', request_id=3495599501, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.16, price=0.0, stoplimit=0.0, sl=4199.339, tp=4197.424457142857, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4198.716,4199.339,4197.424457142857,,2.07,0.0,OPEN
2025-12-04 17:44:03,"OrderSendResult(retcode=10009, deal=2533117293, order=2869910219, volume=0.03, price=4201.546, bid=4201.386, ask=4201.546, comment='agentic-bot', request_id=3495599502, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.03, price=0.0, stoplimit=0.0, sl=4198.37, tp=4203.212342857143, deviation=0, type=0, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",buy,4201.322,4198.37,4203.212342857143,,0.64,0.0,OPEN
2025-12-04 17:56:26,"OrderSendResult(retcode=10009, deal=2533198708, order=2869998584, volume=0.06, price=4195.957, bid=4195.957, ask=4196.117, comment='agentic-bot', request_id=3495599503, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.06, price=0.0, stoplimit=0.0, sl=4197.37, tp=4194.681771428571, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4196.052,4197.37,4194.681771428571,,1.04,0.0,OPEN
2025-12-04 18:09:52,"OrderSendResult(retcode=10009, deal=2533306121, order=2870113370, volume=0.14, price=4191.796, bid=4191.636, ask=4191.796, comment='agentic-bot', request_id=3495599504, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.14, price=0.0, stoplimit=0.0, sl=4191.21, tp=4193.684, deviation=0, type=0, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",buy,4191.839,4191.21,4193.684,,2.93,0.1,OPEN
2025-12-04 18:18:08,"OrderSendResult(retcode=10009, deal=2533376563, order=2870189017, volume=0.04, price=4191.466, bid=4191.466, ask=4191.626, comment='agentic-bot', request_id=3495599505, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.04, price=0.0, stoplimit=0.0, sl=4193.423, tp=4189.556771428572, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4191.2,4193.423,4189.556771428572,,0.74,0.0,OPEN
2025-12-04 18:29:26,"OrderSendResult(retcode=10009, deal=2533447693, order=2870267103, volume=0.05, price=4190.838, bid=4190.678, ask=4190.838, comment='agentic-bot', request_id=3495599506, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.05, price=0.0, stoplimit=0.0, sl=4188.818, tp=4192.168171428571, deviation=0, type=0, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",buy,4190.71,4188.818,4192.168171428571,,0.77,0.4,OPEN
2025-12-04 19:48:02,"OrderSendResult(retcode=10009, deal=2534237197, order=2871144514, volume=0.1, price=4205.295, bid=4205.295, ask=4205.455, comment='agentic-bot', request_id=3495599507, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.1, price=0.0, stoplimit=0.0, sl=4206.659, tp=4203.5076285714285, deviation=0, type=1, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",sell,4205.759,4206.659,4203.5076285714285,,2.5,80,OPEN
2025-12-04 19:58:12,"OrderSendResult(retcode=10009, deal=2534333007, order=2871247909, volume=0.08, price=4208.381, bid=4208.2210000000005, ask=4208.381, comment='agentic-bot', request_id=3495599508, retcode_external=0, request=TradeRequest(action=1, magic=123456, order=0, symbol='XAUUSDm', volume=0.08, price=0.0, stoplimit=0.0, sl=4207.326, tp=4210.694171428571, deviation=0, type=0, type_filling=0, type_time=0, expiration=0, comment='agentic-bot', position=0, position_by=0))",buy,4208.573,4207.326,4210.694171428571,,1.7,80,OPEN
